route_id,schd_trip_id,stop_id,stop_sequence,arrival_time,schd_sec,trip_id,event_time,avl_sec,diff
20,911364020,403,16,06:57:40,25060,911364020,2019-09-06 06:57:05,197825.0,172765.0
20,911878020,18047,23,06:57:58,25078,911878020,2019-09-06 06:57:10,197830.0,172752.0
20,911240020,8613,67,06:37:00,23820,911240020,2019-09-06 06:57:11,197831.0,174011.0
20,911411030,439,53,06:51:44,24704,911411030,2019-09-06 06:57:23,197843.0,173139.0
20,910504020,435,49,06:58:01,25081,910504020,2019-09-06 06:57:32,197852.0,172771.0
20,911903030,393,7,06:57:05,25025,911903030,2019-09-06 06:57:33,197853.0,172828.0
20,911878020,17841,24,06:58:56,25136,911878020,2019-09-06 06:57:40,197860.0,172724.0
20,911316020,1120,63,06:54:51,24891,911316020,2019-09-06 06:57:48,197868.0,172977.0
20,911903030,394,8,06:57:31,25051,911903030,2019-09-06 06:57:48,197868.0,172817.0
20,911364020,17163,17,06:58:50,25130,911364020,2019-09-06 06:58:04,197884.0,172754.0
20,910504020,436,50,06:58:51,25131,910504020,2019-09-06 06:58:18,197898.0,172767.0
20,911411030,440,54,06:52:30,24750,911411030,2019-09-06 06:58:19,197899.0,173149.0
20,911903030,395,9,06:58:07,25087,911903030,2019-09-06 06:58:32,197912.0,172825.0
20,911878020,412,25,06:59:51,25191,911878020,2019-09-06 06:58:35,197915.0,172724.0
20,911903030,396,10,06:58:44,25124,911903030,2019-09-06 06:58:50,197930.0,172806.0
20,910504020,437,51,06:59:33,25173,910504020,2019-09-06 06:58:52,197932.0,172759.0
20,911878020,413,26,07:00:27,25227,911878020,2019-09-06 06:59:02,197942.0,172715.0
20,911411030,12754,55,06:53:07,24787,911411030,2019-09-06 06:59:10,197950.0,173163.0
20,911364020,15848,18,06:59:45,25185,911364020,2019-09-06 06:59:16,197956.0,172771.0
20,911316020,1121,64,06:55:06,24906,911316020,2019-09-06 06:59:18,197958.0,173052.0
20,911316020,3953,65,06:55:35,24935,911316020,2019-09-06 06:59:44,197984.0,173049.0
20,911903030,397,11,06:59:27,25167,911903030,2019-09-06 06:59:48,197988.0,172821.0
20,910504020,14647,52,07:00:15,25215,910504020,2019-09-06 06:59:55,197995.0,172780.0
